lncRNA,mRNA
SBF2-AS1 ,GEMIN4
SBF2-AS1 ,UBR7
SBF2-AS1 ,TFPI2
SBF2-AS1 ,IRAK2
SBF2-AS1 ,TMEM209
SBF2-AS1 ,CCNB2
SBF2-AS1 ,CDK17
SBF2-AS1 ,TMEM30A
SBF2-AS1 ,TIMELESS
SBF2-AS1 ,HSPD1
SBF2-AS1 ,CCT4
SBF2-AS1 ,PGD
SBF2-AS1 ,TTF2
SBF2-AS1 ,AIFM1
SBF2-AS1 ,KRAS
SBF2-AS1 ,VPS52
SBF2-AS1 ,ARL1
SBF2-AS1 ,ZBED4
SBF2-AS1 ,SDC4
SBF2-AS1 ,MMP7
SBF2-AS1 ,SZT2
SBF2-AS1 ,ERAP2
SBF2-AS1 ,RHBDL1
SBF2-AS1 ,TMEM45B
SBF2-AS1 ,TIMP2
SBF2-AS1 ,PAM
SBF2-AS1 ,RRBP1
SBF2-AS1 ,B4GALT4
SBF2-AS1 ,GCA
SBF2-AS1 ,CHURC1
SBF2-AS1 ,CDR2
SBF2-AS1 ,LOC101060399
SBF2-AS1 ,DGKD
SBF2-AS1 ,SECISBP2L
SBF2-AS1 ,FANCD2
SBF2-AS1 ,EPS8L3
SBF2-AS1 ,CCND1
SBF2-AS1 ,FANCE
SBF2-AS1 ,FAM120A
SBF2-AS1 ,DOCK6
SBF2-AS1 ,CCDC74B
SBF2-AS1 ,OPA1
SBF2-AS1 ,CCDC77
SBF2-AS1 ,HEBP1
SBF2-AS1 ,CCDC68
SBF2-AS1 ,ZNF879
SBF2-AS1 ,MKNK2
SBF2-AS1 ,SLC16A2
SBF2-AS1 ,ALOXE3
SBF2-AS1 ,WDR76
SBF2-AS1 ,SAMD4B
SBF2-AS1 ,PLS1
SBF2-AS1 ,TRIM16L
SBF2-AS1 ,YWHAQ
SBF2-AS1 ,ID4
SBF2-AS1 ,NAMPT
SBF2-AS1 ,FAM219B
SBF2-AS1 ,ATP6AP1
SBF2-AS1 ,NOD2
SBF2-AS1 ,TRUB1
SBF2-AS1 ,MAX
SBF2-AS1 ,ADAMTS7
SBF2-AS1 ,IGF2R
SBF2-AS1 ,UCN
SBF2-AS1 ,CAMK2D
SBF2-AS1 ,WBP11
SBF2-AS1 ,TNFRSF10B
SBF2-AS1 ,NPC1
SBF2-AS1 ,PNPLA7
SBF2-AS1 ,DIRAS1
SBF2-AS1 ,SLC16A3
SBF2-AS1 ,SPTSSA
SBF2-AS1 ,PPM1B
SBF2-AS1 ,EBI3
SBF2-AS1 ,ORC1
SBF2-AS1 ,ESPL1
SBF2-AS1 ,PRKAR1A
SBF2-AS1 ,FBXO7
SBF2-AS1 ,FBN1
SBF2-AS1 ,DDX59
SBF2-AS1 ,PLK1
SBF2-AS1 ,EPAS1
SBF2-AS1 ,STK36
SBF2-AS1 ,PELI3
CASC15,CYTL1
CASC15,SEMA6A
CASC15,AGR2
CASC15,CCR6
CASC15,RNF130
CASC15,NPY
CASC15,DGKE
CASC15,ITM2A
CASC15,SOCS2
CASC15,IRF8
CASC15,LGALS1
CASC15,HS6ST2
CASC15,ANKRD33B
CASC15,CD9
CASC15,FAM19A1
CASC15,MN1
CASC15,ARMCX2
CASC15,UMODL1
CASC15,PINLYP
CASC15,PLD4
CASC15,CEBPD
CASC15,CYBB
CASC15,DHRS3
CASC15,RASD1
CASC15,ZNF415
CASC15,LTB
CASC15,LHX2
CASC15,COL5A1
CASC15,SERPINB1
CASC15,CUEDC1
CASC15,TSTD1
CASC15,RIPOR2
CASC15,CAMK1D
CASC15,PALD1
CASC15,TSPAN7
CASC15,LY86
CASC15,CTHRC1
CASC15,SLC30A9
CASC15,FAM43A
CASC15,SERPING1
CASC15,SLC44A3
CASC15,IQSEC1
CASC15,LST1
CASC15,GCHFR
CASC15,ARL9
CASC15,TMEM52
CASC15,TFCP2
CASC15,ID3
CASC15,GUCY1B1
CASC15,VAMP8
CASC15,LRRC14B
CASC15,KLF13
CASC15,CD82
CASC15,TLE4
CASC15,PLAC8
CASC15,ALOX5AP
CASC15,FAM221A
CASC15,EML1
CASC15,DACT1
CASC15,ITGAM
CASC15,HTATIP2
CASC15,NDFIP2
CASC15,LMO2
CASC15,ALKAL2
CASC15,HHEX
CASC15,MYLK
CASC15,SLC7A11
CASC15,LITAF
CASC15,TNFRSF1B
CASC15,CD55
CASC15,NPL
CASC15,TRPM2
CASC15,TNFAIP3
CASC15,ENOPH1
CASC15,PROM1
CASC15,MYOCD
CASC15,IFITM3
CASC15,SERINC2
CASC15,FSTL5
CASC15,TNFSF4
CASC15,SLC51A
CASC15,SHANK3
CASC15,RARRES3
CASC15,AQP5
CASC15,SLC38A1
CASC15,TENM4
CASC15,SMKR1
CASC15,PABPC4L
CASC15,MAN1C1
CASC15,GBA3
CASC15,TMEM18
CASC15,WT1
CASC15,NAV1
CASC15,DOCK8
CASC15,DSC3
CASC15,TNF
CASC15,CCND2
CASC15,INHBB
CASC15,BSPRY
CASC15,SLC16A11
CASC15,HENMT1
CASC15,TBC1D10C
CASC15,SLC16A14
CASC15,CMTM2
CASC15,SPRY1
CASC15,JAG1
CASC15,SYNGR1
CASC15,SORBS2
CASC15,TSPAN6
CASC15,PHACTR1
CASC15,IRX1
CASC15,ENG
CASC15,CXXC5
CASC15,BACH2
CASC15,LYN
CASC15,LGALSL
CASC15,CD70
CASC15,GNG12
CASC15,TFPI
CASC15,MX1
CASC15,HSPB1
CASC15,ZNF600
CASC15,ZNF844
CASC15,RNF175
CASC15,DCHS1
GAS5,EEF1A1
GAS5,HSP90AB1
GAS5,COX2
GAS5,GAPDH
GAS5,ND1
GAS5,SET
GAS5,ND4
GAS5,CYTB
GAS5,GDI2
GAS5,HSPA8
GAS5,HMGB3
GAS5,MDH2
GAS5,OLFML3
GAS5,COX1
GAS5,FDFT1
GAS5,LSM4
GAS5,SYNCRIP
GAS5,PHACTR2
GAS5,CD74
GAS5,MYO1C
GAS5,UTP14A
GAS5,ARAP3
GAS5,HLA-E
GAS5,DZIP3
GAS5,NUFIP2
GAS5,ZNF644
GAS5,KIAA0232
GAS5,CDC27
GAS5,RRM2B
GAS5,BOP1
GAS5,SELENOH
GAS5,SPEG
GAS5,DARS
GAS5,PIN1
GAS5,MSRB1
GAS5,ACTN4
GAS5,IDH3B
GAS5,PKN3
GAS5,TAF5L
GAS5,ATP2A3
GAS5,NBDY
GAS5,CHCHD3
GAS5,HS1BP3
GAS5,ESPN
GAS5,ECI2
GAS5,PRELID3B
GAS5,UBN2
GAS5,ST3GAL2
GAS5,TUBG1
GAS5,CCNB1
GAS5,EIF4EBP2
GAS5,RSL24D1
GAS5,RPL31
GAS5,RPS19
GAS5,KIF5A
GAS5,CEP128
GAS5,PSIP1
GAS5,RPL23
GAS5,NHLRC2
GAS5,PITPNM1
GAS5,DNAH14
GAS5,SNTA1
GAS5,CLDN10
GAS5,ZBTB1
GAS5,CCHCR1
GAS5,CCDC124
GAS5,NME4
GAS5,ZDHHC8
GAS5,PCDHGC3
GAS5,CNOT6
GAS5,CHST4
GAS5,ROR2
GAS5,FBH1
GAS5,PSME1
GAS5,TMEM8A
GAS5,PPME1
GAS5,SDF2L1
GAS5,MVB12A
GAS5,SNORD3A
GAS5,ZNF385A
GAS5,DNAJB2
GAS5,SPATC1L
GAS5,MTATP6P1
GAS5,CENPC
GAS5,ARL5A
GAS5,FRZB
GAS5,TLK1
GAS5,SLC37A1
GAS5,TNFAIP1
GAS5,HAS3
GAS5,CCDC34
GAS5,C4orf3
GAS5,NPAT
GAS5,NOL7
GAS5,C2CD3
GAS5,PCBP1
GAS5,G2E3
GAS5,OLFM2
GAS5,DCAKD
GAS5,GALNT7
GAS5,MORC3
GAS5,TRIM8
GAS5,GGT1
GAS5,RNF144B
GAS5,RPL3P4
GAS5,DNAL4
GAS5,ENTPD7
GAS5,ZNF557
GAS5,TEX264
GAS5,KLHL28
GAS5,ADAMTS2
GAS5,MIR210HG
GAS5,GEMIN8
GAS5,PAK2
GAS5,PTS
GAS5,UQCRB
GAS5,TCEAL2
GAS5,EEF1D
GAS5,TM4SF18
GAS5,TMEM131
GAS5,RNF10
GAS5,SEPHS1
GAS5,WASHC4
GAS5,LINC00598
GAS5,TNPO1
GAS5,UPRT
GAS5,RUVBL2
GAS5,BAG4
GAS5,BAIAP2L2
GAS5,CRLF3
GAS5,GBGT1
GAS5,TRPC4AP
GAS5,IGFBP5
GAS5,KHK
GAS5,TFR2
GAS5,HLA-F
GAS5,CCDC171
GAS5,C19orf48
GAS5,RNU6ATAC
GAS5,HID1
GAS5,TEPSIN
GAS5,NAPA
GAS5,RNU5A-1
GAS5,ATP1A2
GAS5,VRK3
GAS5,RFNG
GAS5,CARD19
GAS5,SUV39H2
GAS5,XYLB
GAS5,FNDC3A
GAS5,CAVIN4
GAS5,ZNF227
GAS5,DTNB
GAS5,MGAT4C
GAS5,CARD11
GAS5,TRMT112
GAS5,ZNF264
GAS5,USP4
GAS5,DOCK5
GAS5,MRPL17
GAS5,ICE1
GAS5,TNF
GAS5,EGLN3
GAS5,H1FOO
GAS5,ARL16
GAS5,ECEL1
GAS5,LRRC6
GAS5,FAM173B
GAS5,HMGXB3
GAS5,SHD
GAS5,COX4I2
GAS5,QKI
GAS5,NLRP12
GAS5,FAM86B2
GAS5,HIST1H3A
GAS5,SH3GL3
GAS5,SUB1
GAS5,NIPA1
GAS5,HIST1H3F
GAS5,ARHGAP40
GAS5,SSC5D
GAS5,MED22
GAS5,CRYBB1
GAS5,AGAP7P
GAS5,ZFP42
GAS5,VPS37B
GAS5,THPO
GAS5,ICAM5
GAS5,ARHGEF17
GAS5,PDE6G
GAS5,RP9
GAS5,C1RL-AS1
GAS5,CPSF2
GAS5,LTN1
GAS5,RNU5B-1
GAS5,AGO1
GAS5,VPS9D1-AS1
GAS5,MTHFD2L
GAS5,MDH1
GAS5,CD8B
GAS5,INKA2
GAS5,MAML2
GAS5,UBR5
GAS5,LIN9
GAS5,EDF1
GAS5,VIM
GAS5,CD70
GAS5,SH2D2A
GAS5,SMAD5
GAS5,HSD17B12
GAS5,NDNF
GAS5,TBC1D3L
GAS5,RPS2P35
GAS5,ZNF846
GAS5,GH2
GAS5,SOST
GAS5,HSD3BP5
GAS5,HRC
GAS5,ERP27
GAS5,C6orf226
GAS5,RPL10P17
GAS5,PSAT1
GAS5,DUBR
GAS5,KLHL9
GAS5,CLDN4
GAS5,NUDT7
GAS5,C10orf105
GAS5,CCDC116
GAS5,RNA5S9
GAS5,KRT18P24
GAS5,PKIG
GAS5,INHBE
GAS5,DEF6
GAS5,VPS54
GAS5,NHSL1
GAS5,C6orf203
GAS5,CCDC43
GAS5,NEURL2
GAS5,CST11
GAS5,IGF2
GAS5,SPACA4
GAS5,LINC02036
GAS5,PRKAG2-AS1
GAS5,JMJD1C-AS1
GAS5,RPSAP73
GAS5,NAPSB
GAS5,LHX1
GAS5,LRP2
GAS5,CALML6
GAS5,ACTG1P1
GAS5,EEF1B2P6
GAS5,EEF1GP8
GAS5,RPL17P37
GAS5,ANXA8
GAS5,RBM5-AS1
GAS5,TMPRSS12
GAS5,MT1H
GAS5,HNRNPH1P1
GAS5,CD302
GAS5,RIPOR3
GAS5,CAMTA1
GAS5,NAPEPLD
GAS5,SOAT1
GAS5,RTBDN
GAS5,RNF219
GAS5,CCDC130
GAS5,NR2F1
GAS5,AFAP1L1
GAS5,NTHL1
GAS5,USE1
GAS5,SDHAP3
GAS5,SLC25A33
GAS5,PLP2
GAS5,NCCRP1
GAS5,LINC01806
GAS5,EMC6
GAS5,PEBP4
GAS5,SLC16A11
GAS5,GAPDHP45
GAS5,KRT8P21
GAS5,AKR1B1P1
GAS5,LIMD1-AS1
GAS5,RPL23AP31
GAS5,DCLRE1CP1
GAS5,ST3GAL6-AS1
GAS5,LINC01300
GAS5,LINC02320
GAS5,HIF1A-AS2
GAS5,ITGB3
GAS5,RAB11B-AS1
GAS5,RELA
GAS5,ZIC2
GAS5,FUK
GAS5,GTF2H2
GAS5,SYT5
GAS5,ADGRV1
GAS5,RUNX3
GAS5,ACVRL1
GAS5,CDC42EP5
GAS5,POLR2C
GAS5,IFITM1
GAS5,NOMO1
GAS5,RPN2
GAS5,TLE4
GAS5,GPC3
GAS5,WNT11
GAS5,PDE4C
GAS5,CLEC18C
GAS5,HTR6
GAS5,UNC93B3
GAS5,TBPL2
GAS5,PGPEP1L
GAS5,RNU4-2
GAS5,MINDY4B
GAS5,RPL7AP26
GAS5,HMX1
GAS5,LDHAL6FP
GAS5,RPS15AP5
GAS5,RPL29P11
GAS5,LINC01058
GAS5,RPL18AP7
GAS5,MRGPRG-AS1
GAS5,SNRPGP14
GAS5,GSTA1
GAS5,RN7SL130P
GAS5,FSCN1P1
GAS5,MTDHP1
GAS5,PRR13P3
GAS5,HIST1H4K
GAS5,LINC01668
GAS5,SLX4
GAS5,LRIF1
GAS5,IGSF21
GAS5,DRP2
GAS5,SLC25A32
GAS5,MMP16
GAS5,SON
GAS5,SEMA4G
GAS5,WNT8A
GAS5,ARL2BP
GAS5,IGFLR1
GAS5,GNG13
GAS5,SPSB3
GAS5,LRRC53
GAS5,PDCL2
GAS5,AQP2
GAS5,VN2R1P
GAS5,C15orf54
GAS5,SIGLECL1
GAS5,SRP9P1
GAS5,FAM87A
GAS5,OR2V2
GAS5,TREX2
GAS5,CYP4A11
GAS5,ZNF300P1
GAS5,SLC22A6
GAS5,SNORD116-17
GAS5,RPL21P1
GAS5,PAPOLB
GAS5,HNRNPA1P12
GAS5,RNU2-7P
GAS5,WARS2-IT1
GAS5,LINC00092
GAS5,KCNMA1-AS3
GAS5,PHF2P2
GAS5,C1orf143
GAS5,PABPC1P11
GAS5,MIR4422HG
GAS5,LINC01363
GAS5,LINC00410
GAS5,RAB6D
GAS5,LINC02250
GAS5,RC3H1-IT1
GAS5,LINC01010
GAS5,CDY7P
GAS5,RN7SL12P
GAS5,FOSL1P1
GAS5,RASA2-IT1
GAS5,LINC02172
GAS5,SIGLEC14
GAS5,NBEAP1
GAS5,FPGT-TNNI3K
GAS5,LINC01570
GAS5,LINC02019
GAS5,RNVU1-4
GAS5,SCHLAP1
GAS5,MED12L
GAS5,CECR2
GAS5,CCSER2
GAS5,DHRS7B
GAS5,BDH1
GAS5,KLK8
GAS5,BISPR
GAS5,BAZ2B
GAS5,ABHD12
GAS5,TC2N
GAS5,GAS7
GAS5,PIK3CD
GAS5,ZNF302
GAS5,MAPK12
GAS5,TYW1
GAS5,STXBP4
GAS5,ATOX1
GAS5,LINC00630
GAS5,SMIM8
GAS5,TMTC3
GAS5,MMRN1
GAS5,IMPA2
GAS5,PAGE4
GAS5,MYBPH
GAS5,NEURL3
GAS5,CXorf58
GAS5,SLN
GAS5,CCR10
GAS5,KCTD9P3
GAS5,CALHM6
GAS5,KRTAP10-12
GAS5,RNU4-1
GAS5,SNORA55
GAS5,RN7SKP50
GAS5,MIR30A
GAS5,IGLV2-18
GAS5,RPL5P8
GAS5,FAM218BP
GAS5,RN7SKP158
GAS5,CROCCP1
GAS5,SNAP25-AS1
GAS5,SPCS2P4
GAS5,AGAP10P
GAS5,LINC02556
GAS5,PITPNA-AS1
GAS5,RN7SL849P
GAS5,AK4P2
GAS5,LINC02163
GAS5,OR7E28P
GAS5,ALG1L9P
GAS5,PTTG4P
GAS5,MPPE1P1
GAS5,LINC02323
GAS5,CISTR
GAS5,RN7SL190P
GAS5,GDF10
GAS5,LINC01954
GAS5,MIR378J
GAS5,HIST1H4A
GAS5,MCM6
GAS5,FXYD2
GAS5,KCNE1
GAS5,STX16-NPEPL1
GAS5,HNF1B
GAS5,MECOM
GAS5,CD44
GAS5,ZNF674
GAS5,LINC00663
GAS5,MPND
GAS5,RNF169
GAS5,TNFRSF10A
GAS5,TTC22
GAS5,PABPC3
GAS5,EDC3
GAS5,DPY19L2P1
GAS5,PCGF1
GAS5,BEST1
GAS5,OGT
GAS5,CNTNAP1
GAS5,EBF3
GAS5,NUCKS1
GAS5,TMEFF2
GAS5,BRCA2
GAS5,SLC6A11
GAS5,INSIG1
GAS5,SCT
GAS5,ATP6V1B1
GAS5,DLEU2L
GAS5,SEPT7P9
GAS5,C4BPA
GAS5,FFAR1
GAS5,HCRTR2
GAS5,C11orf52
GAS5,GAL3ST2
GAS5,SERPINB12
GAS5,ZNF667-AS1
GAS5,TEKT1
GAS5,PRM1
GAS5,OR51F2
GAS5,ZBED2
GAS5,LGALS7B
GAS5,HTR1F
GAS5,OR6C4
GAS5,LINC01662
GAS5,IFNE
GAS5,SLC2A3P2
GAS5,SERPINA13P
GAS5,GOLGA8M
GAS5,ASTL
GAS5,GK2
GAS5,BNIP3P1
GAS5,NPIPB6
GAS5,PLN
GAS5,MIR429
GAS5,RN7SKP243
GAS5,RN7SKP180
GAS5,RN7SKP48
GAS5,PNLIPRP3
GAS5,CSHL1
GAS5,LINC01123
GAS5,CBWD4P
GAS5,KRT17P5
GAS5,TRBV20OR9-2
GAS5,OR51A4
GAS5,IGLL3P
GAS5,KRTAP27-1
GAS5,RNU6ATAC4P
GAS5,SNORD67
GAS5,RPL31P11
GAS5,SPINK13
GAS5,HMGN2P15
GAS5,DUSP8P3
GAS5,LACTBL1
GAS5,MTCO3P31
GAS5,KRT8P43
GAS5,CATSPERZ
GAS5,MIR1301
GAS5,RNU2-70P
GAS5,LINC01248
GAS5,UBE2D3P4
GAS5,C4B
GAS5,HCG19P
GAS5,LINC01886
GAS5,RPL12P17
GAS5,HMGB3P22
GAS5,LINC01456
GAS5,LINC00351
GAS5,LINC00840
GAS5,FUNDC2P4
GAS5,HORMAD2-AS1
GAS5,LINC01068
GAS5,NUTF2P3
GAS5,KATNBL1P6
GAS5,PPIAP69
GAS5,SERPINH1P1
GAS5,MYCBP2-AS2
GAS5,HOXB-AS1
GAS5,RNF2P1
GAS5,WASF5P
GAS5,LINC01807
GAS5,SCAND3P1
GAS5,RASA4DP
GAS5,AHCYP3
GAS5,LINC01425
GAS5,CHL1-AS1
GAS5,HNRNPDLP2
GAS5,USP9YP30
GAS5,LINC01422
GAS5,RPS26P31
GAS5,LINC00437
GAS5,RPS3AP12
GAS5,DNAJA1P2
GAS5,TMEM26-AS1
GAS5,RPSAP15
GAS5,FTLP19
GAS5,SLC9A3P2
GAS5,RPL29P2
GAS5,MAGEA5
GAS5,RN7SL743P
GAS5,GATA2-AS1
GAS5,ANKRD20A18P
GAS5,KRT18P54
GAS5,PITPNM2-AS1
GAS5,RN7SKP288
GAS5,LINC02298
GAS5,BLZF2P
GAS5,GTF3AP2
GAS5,UBE2F-SCLY
GAS5,GOLGA8H
GAS5,RN7SL440P
GAS5,RN7SL200P
GAS5,POLR3KP2
GAS5,MIR3671
GAS5,TPRG1LP1
GAS5,MTND3P19
GAS5,RNA5SP108
GAS5,SNORA28
GAS5,UBE2Q2P6
GAS5,FAM243B
GAS5,RNA5-8SN3
GAS5,C11orf98
GAS5,SMUG1-AS1
GAS5,KRT15
GAS5,DNAJB11
GAS5,C1orf159
GAS5,MIR221
GAS5,CASD1
GAS5,UGT3A2
GAS5,TMEM14C
GAS5,FIGN
GAS5,TSPEAR-AS2
GAS5,OR7E38P
GAS5,LNCPRESS2
GAS5,SLC25A44
GAS5,EIF3I
GAS5,ATP2B3
GAS5,MOGAT3
GAS5,CST1
GAS5,CAPN7
GAS5,PDE4B
GAS5,IARS
GAS5,ASIC2
GAS5,KIAA1024L
GAS5,CAMKV
GAS5,SLIRP
GAS5,SLC39A10
GAS5,CLSPN
GAS5,KMT2E
GAS5,ECHDC1
GAS5,ST14
GAS5,ENDOG
GAS5,CLEC4G
GAS5,PIGF
GAS5,LMNA
GAS5,TRNP
GAS5,SLC3A2
GAS5,PSMB7
GAS5,CENPK
GAS5,MIGA1
GAS5,KRT7
GAS5,LYPLAL1
GAS5,BCAP31
GAS5,TRPT1
GAS5,VRK2
GAS5,CCDC138
GAS5,LIMD1
GAS5,AIP
GAS5,MUC5B
GAS5,CFAP77
GAS5,SCARNA7
GAS5,ANKRD10-IT1
GAS5,SPATA17
GAS5,EMBP1
GAS5,CEBPE
GAS5,AVP
GAS5,HOXA1
GAS5,HOXA6
GAS5,PF4V1
GAS5,CRHR1
GAS5,TAS2R8
GAS5,MYOG
GAS5,PRM2
GAS5,H2BFWT
GAS5,RFPL3
GAS5,CD68
GAS5,ADAM30
GAS5,LACRT
GAS5,CCDC54
GAS5,PDE6H
GAS5,CLEC18B
GAS5,NTN5
GAS5,ZNF593
GAS5,MAGEA8
GAS5,CD1A
GAS5,CPA3
GAS5,TBX20
GAS5,LINC00905
GAS5,PSCA
GAS5,LINC01620
GAS5,BOLA2B
GAS5,UGT2B7
GAS5,PTCRA
GAS5,C1QB
GAS5,OR10AG1
GAS5,LY6H
GAS5,AGTR2
GAS5,ARL6IP4
GAS5,URAD
GAS5,SPATA8
GAS5,OR13F1
GAS5,OR6C6
GAS5,OR13G1
GAS5,CYP2A7
GAS5,ABHD17AP1
GAS5,MIR126
GAS5,RNU6-50P
GAS5,RNA5SP388
GAS5,RNU6-1266P
GAS5,CFTRP3
GAS5,PABPN1L
GAS5,SNORA30
GAS5,SNORA37
GAS5,RNU6-476P
GAS5,MIR635
GAS5,MIR34C
GAS5,TRBC1
GAS5,TRBJ2-7
GAS5,RNA5SP207
GAS5,SNORA12
GAS5,SNORD70
GAS5,CNN2P9
GAS5,RPS7P8
GAS5,KRT18P19
GAS5,PGGT1BP1
GAS5,SLC25A5P3
GAS5,RPS10P2
GAS5,PRDX1P1
GAS5,C16orf90
GAS5,RPS7P6
GAS5,VN1R13P
GAS5,PPIAP31
GAS5,PTCHD3P3
GAS5,LINGO3
GAS5,BOLA2P3
GAS5,MIR1283-1
GAS5,MIR548J
GAS5,MIR1205
GAS5,POM121L12
GAS5,PSMB11
GAS5,RNU6-565P
GAS5,RNU6-516P
GAS5,LINC01825
GAS5,NEFHP1
GAS5,LINC01120
GAS5,DNAJA1P1
GAS5,LINC00114
GAS5,DIAPH3-AS2
GAS5,VWC2L-IT1
GAS5,BMS1P12
GAS5,MED28P4
GAS5,LINC01706
GAS5,RPL32P1
GAS5,TMEM72-AS1
GAS5,TOMM20P1
GAS5,LINC01689
GAS5,KRT8P30
GAS5,RPL29P12
GAS5,ZNRF2P2
GAS5,RPL26P34
GAS5,UBE2D3P2
GAS5,TBL1YP1
GAS5,RPL35AP4
GAS5,EIF4A1P13
GAS5,RPS27P16
GAS5,EIF3LP3
GAS5,RPL7P3
GAS5,PSMC1P12
GAS5,LINC00408
GAS5,PHKBP1
GAS5,ARPC3P1
GAS5,UPF3AP1
GAS5,IGBP1P1
GAS5,TBCAP1
GAS5,RHEBP2
GAS5,ST7-AS1
GAS5,SLC9B1P4
GAS5,OR10R1P
GAS5,MTND5P31
GAS5,PSMA2P3
GAS5,LINC02344
GAS5,LINC01494
GAS5,ELOCP24
GAS5,GRK5-IT1
GAS5,RPL15P18
GAS5,IGHV3-47
GAS5,LINC00200
GAS5,LINC00446
GAS5,USP24P1
GAS5,MTCO2P1
GAS5,KRT18P26
GAS5,PGA3
GAS5,RPL21P89
GAS5,OGFR-AS1
GAS5,VN1R32P
GAS5,OR3D1P
GAS5,RPL7P4
GAS5,HCG4P7
GAS5,USP9YP20
GAS5,HMGB1P25
GAS5,CDC20P1
GAS5,YBX1P2
GAS5,TPT1P7
GAS5,SEPT14P1
GAS5,RSL24D1P3
GAS5,RPL7P21
GAS5,AGBL5-AS1
GAS5,PPP1R2B
GAS5,RPL32P28
GAS5,OR2L6P
GAS5,RPS29P8
GAS5,ELN-AS1
GAS5,HSPE1P9
GAS5,LINC01022
GAS5,SNX18P2
GAS5,FAM90A20P
GAS5,LINC01783
GAS5,LINC01518
GAS5,PGAM1P11
GAS5,RPL7P36
GAS5,LINC01878
GAS5,RPS4XP11
GAS5,RPS26P47
GAS5,SLC25A5P4
GAS5,FGF14-AS1
GAS5,H2AFZP5
GAS5,IFT74-AS1
GAS5,LINC00163
GAS5,OFD1P15Y
GAS5,MTND6P13
GAS5,FAM237A
GAS5,NDUFB11P1
GAS5,LOC149373
GAS5,COX7CP1
GAS5,DUX4L26
GAS5,MTCO1P7
GAS5,NPM1P8
GAS5,NDUFAF4P3
GAS5,RRM2P2
GAS5,TRBV30
GAS5,RAI1-AS1
GAS5,NRBF2P3
GAS5,DNAJC19P7
GAS5,RPS15AP38
GAS5,RNF216-IT1
GAS5,KCNQ1DN
GAS5,ENOX1-AS2
GAS5,LINC00317
GAS5,SNORD126
GAS5,RNU1-13P
GAS5,LINC01119
GAS5,MTND1P16
GAS5,C2orf27AP2
GAS5,KRT18P43
GAS5,RPS7P7
GAS5,RPS4XP13
GAS5,RPL22P19
GAS5,ACTG1P13
GAS5,PRR34-AS1
GAS5,RPL23AP40
GAS5,RPL12P36
GAS5,MED28P8
GAS5,RPL31P58
GAS5,EIF4EBP3
GAS5,LINC02040
GAS5,LINC02044
GAS5,RPS3AP50
GAS5,RN7SL679P
GAS5,RPS26P43
GAS5,ALDH1L1-AS2
GAS5,NAMPTP2
GAS5,NACAP5
GAS5,MTND5P13
GAS5,PTTG2
GAS5,LINC01612
GAS5,ENPP7P9
GAS5,NDUFB5P1
GAS5,CCDC11P1
GAS5,SCARNA8
GAS5,SCARNA5
GAS5,RNY3P16
GAS5,RNU1-103P
GAS5,RNU6-1234P
GAS5,BUD31P1
GAS5,LINC01030
GAS5,PKMP4
GAS5,IGLVIV-65
GAS5,NAV2-AS2
GAS5,OR5M7P
GAS5,OR5M6P
GAS5,GVINP2
GAS5,DEFB109D
GAS5,SCARNA9
GAS5,ELOCP22
GAS5,GRM5-AS1
GAS5,RNY1P9
GAS5,SNHG9
GAS5,OR8Q1P
GAS5,LINC02442
GAS5,LINC02376
GAS5,TRAV11
GAS5,SPESP1
GAS5,LINC02312
GAS5,HNRNPUP1
GAS5,PRELID1P4
GAS5,PIGHP1
GAS5,PCSK6-AS1
GAS5,ITFG1-AS1
GAS5,C2orf69P4
GAS5,LINC01989
GAS5,GOLGA8T
GAS5,RN7SL4P
GAS5,PPY2P
GAS5,LINC01915
GAS5,SNORA74C-1
GAS5,MIR4489
GAS5,MIR4740
GAS5,RAC1P1
GAS5,RN7SL712P
GAS5,EIF4A2P1
GAS5,LINC01928
GAS5,BNIP3P8
GAS5,H3F3AP2
GAS5,NAPGP1
GAS5,RNA5-8SN2
GAS5,TRBV10-3
GAS5,CCL3L1
GAS5,MIR6855
GAS5,RN7SL322P
GAS5,MIR6784
GAS5,LOC102724488
GAS5,LINC02391
GAS5,LINC02033
GAS5,CLUHP10
GAS5,MIR548A1HG
GAS5,DINOL
GAS5,PROSER1
GAS5,TRPM2
GAS5,THOC7
GAS5,A1BG
GAS5,SLCO6A1
GAS5,LINC01864
GAS5,LINC02452
GAS5,ELAC1
GAS5,CBR3-AS1
GAS5,FGFBP3
GAS5,SLC26A3
GAS5,CRYBA1
GAS5,RERGL
GAS5,ONECUT3
GAS5,OR4E2
GAS5,CERS6-AS1
GAS5,LINC00299
GAS5,MIR6858
GAS5,E2F5
GAS5,TRNS1
GAS5,ALOX12-AS1
GAS5,MTND2P21
GAS5,CMAS
GAS5,KISS1R
GAS5,PLA2G4F
GAS5,SNHG25
GAS5,WNT2B
GAS5,RANGRF
GAS5,FGD5
GAS5,ACTA2
GAS5,BMP1
GAS5,TGFBR1
GAS5,CST6
GAS5,TRND
GAS5,MUC12
GAS5,POLR3B
GAS5,DLX3
GAS5,WDR88
GAS5,PPL
GAS5,NINJ1
GAS5,PSMC5
GAS5,LRRC58
GAS5,PRODH
GAS5,CTTNBP2
GAS5,OTULIN
GAS5,TECR
GAS5,ZNF738
GAS5,DANCR
GAS5,LGR4
GAS5,POGK
GAS5,PREX2
